s,1,25777685,0,0,0,0,0,0
0,0,0,0,124,0
0,0,0,0,0,0
e,1,25777688,0,0,0,0,1984,0
s,1,25777688,0,0,0,0,2108,0
4619,0,4080,324716,342,0
0,0,0,0,327,0
0,0,0,0,1984,0
896,0,29274,0,0,0
3845,0,110570,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,2252,736
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
42679,0,36498,6296096,0,0
45252,0,28812,11319877,0,0
37304,8452,15661,10260390,15227,53107
43507,15919,16187,11525868,5205,16398
43983,85817,15729,9781844,2172,12028
72133,8200,54644,7206359,10725,24590
32867,0,25053,7909562,3274,21062
25051,0,14397,7320808,31738,70025
31564,0,14291,9768158,31473,56066
28241,0,9468,10170362,26170,219462
19853,0,6769,9144731,8041,24160
26679,0,10779,8122172,5646,153360
34726,278664,19677,11579319,10447,33726
30206,0,13146,9813238,14520,24371
34540,0,14949,12413256,3431,22263
64966,0,31465,13166213,2410,11767
44919,4141,12684,11700251,2361,28343
46927,1107,11550,12638778,4411,18908
37950,0,10803,12639785,3325,28450
46962,0,13343,13460655,3255,35233
51251,4141,15074,13804846,2917,28502
29484,15109,9161,7525190,2403,22098
36433,12438,22808,10279388,4946,28150
35468,1096,9944,9839256,3902,42145
40687,0,12800,11044800,2215,27239
29423,0,7902,7283762,3270,31179
25232,0,9127,11188277,3339,49592
41983,0,9412,10780655,4223,22303
45899,0,14982,11427849,2206,31561
41784,0,10057,12669870,3424,27284
51905,0,16365,11448312,2579,24139
44370,0,10439,13868541,2523,33571
39709,0,13301,8900488,5723,30647
34205,0,12597,8905883,5560,45643
44553,0,12622,14612977,3350,34587
42259,0,11060,9275738,19683,171257
39136,0,10575,10548420,2547,35754
46737,13815,16372,10384262,6382,30731
63301,6667,39329,9766813,17427,51312
40943,5528,22693,5134394,11466,36612
44425,8105,33351,6101909,7222,29066
44948,4146,22518,11326372,3148,34423
48597,0,24017,10166181,35052,72650
37289,0,14955,9709277,232347,49374
42487,0,26630,6791523,192299,37080
23844,0,12768,3316499,20852,43254
34425,0,21592,8714751,188984,47256
33874,0,18931,5498092,179875,51297
34571,0,20523,7333567,204362,41794
38319,0,18793,8069243,32362,50408
35945,0,19554,7827671,363691,21167
29645,0,18647,5183172,424377,45208
53084,0,31364,12462230,5129,97215
57277,24709,37405,13066773,5041,48631
72389,24670,37228,15591019,6941,53671
62030,13109,25055,13851624,4944,51946
77888,17458,40674,13463902,9172,191810
77028,2805,29835,17761442,14202,56447
94091,1903,43164,17850937,27612,57892
86091,90881,40655,17171914,23966,33092
95094,54285,37079,17798873,8507,14184
85995,188322,31051,16739293,13214,32661
71020,0,35494,10998336,10034,29898
80999,77077,30659,18426322,11014,33610
85245,76850,33516,17103560,6003,9480
87213,5528,37833,18609350,2922,13125
91675,300579,44357,17744600,2261,8481
98798,15239,41007,18529366,3465,16368
94997,72478,32382,17888202,3818,9329
85190,49176,29770,18273528,4273,10439
84645,0,32084,18337094,2310,11201
87806,0,26916,17909204,2949,15999
77040,124609,32297,16962802,2057,7834
85232,62283,33796,17078496,4133,30473
83135,16234,36488,17370279,5511,18856
71581,0,31268,18379982,1855,13370
86809,0,28466,18184803,2669,14762
91228,0,30783,17929821,2561,14548
94225,0,35286,18381226,3776,16839
87438,0,26702,14076632,4676,7950
47423,0,14177,5147244,6643,10379
34351,0,18487,4857899,4599,37831
16429,0,7507,1521141,16857,1550
13923,0,11402,1241021,15982,6263
15958,0,1703,74321,15900,456
41820,0,29350,2071777,7821,68291
85445,0,61439,8862936,1658778,57513
62930,1377,35984,9029612,829523,68267
43278,968,22047,5532497,1820,26081
23331,0,7717,1284608,3879,7540
14840,0,3183,295986,5110,19584
20361,0,874,4540,4176,0
14584,0,12006,1159539,6974,44508
5202,0,3168,397599,3052,32980
12491,0,9928,1899478,6098,48538
45953,0,38710,5899520,3530,26835
23654,0,12172,2399703,3572,48916
20274,0,16769,4251648,2342,50525
35734,0,25363,6450959,2471,32121
30767,3927,18108,6789332,4114,52284
36386,869,22253,6044942,2124,34879
28263,0,16774,5908128,4366,28197
28415,0,17677,5417424,3508,32213
15729,0,3840,1068360,4125,10735
7556,0,795,29109,2268,132
25916,0,14299,3462908,3857,39232
39420,0,38759,4493448,6083,42409
30341,0,18682,3287377,6298,36466
14070,0,4819,1508711,3560,22240
10469,0,6928,1309040,1779,27609
5339,0,2892,184930,3134,704
5303,0,1172,4713,7969,522
5933,0,0,0,11077,42629
42608,0,35082,1587191,1247,15446
33197,968,24268,2010855,2010,20672
14532,0,1301,0,2298,0
6326,0,1982,163196,5595,0
