s,1,25779793,20931373,904692464,13557516,4921505886,87238261,33871080
25957,0,29353,0,64567,236305
17446,0,18597,0,76898,97766
19123,0,20613,0,75575,80614
2741,0,3179,0,116482,284144
1214,0,1918,0,91535,99389
12272,0,11095,0,105191,88180
8365,242720,10772,0,95630,61361
2234,626150,3521,0,88670,35676
2086,580176,2699,0,79563,31651
1932,556566,3741,0,78414,23662
165,532271,2002,0,80347,32700
1503,410681,3138,0,78191,27605
2318,1061126,4454,0,91381,35023
323,700308,3294,0,97065,33714
359,842909,3802,0,94430,52279
2889,624949,4851,0,88954,67456
635,510719,2679,0,87700,54784
2054,497683,2236,0,92415,61242
3789,499099,5928,0,103021,55643
3200,824138,4319,0,97437,62675
150,410487,1687,0,86011,60887
2956,480831,3450,0,93756,62888
1529,617433,2711,0,86367,48861
2071,1029391,3655,0,94346,65731
511,1132993,2041,0,88335,55499
240,785449,2849,0,95524,52726
1182,605137,3256,0,109579,50791
8009,331934,14204,0,122780,58869
8292,616068,12454,0,119040,52496
11274,1681541,16484,0,107932,46595
3655,1947919,7060,0,95665,44235
9284,1677447,13433,0,90953,31919
3029,1722527,7283,0,93223,34530
19229,1783994,22655,0,109677,55406
24499,1587290,26185,0,104347,61450
8556,719886,13049,0,103153,43846
29385,1635373,35827,0,101012,52240
2380,1394930,5383,0,97070,44444
9983,2165715,15606,0,107374,52748
3500,2880747,14255,0,99264,45603
942,1872383,8617,0,95845,39722
2358,3364148,12586,0,102240,51195
3213,2913879,10730,0,107174,53922
1105,2277913,4609,0,96079,51060
3674,2444264,6717,0,98922,42398
3911,2371739,6736,0,98626,47275
2567,1829587,6754,0,110288,57846
1204,1202084,3881,0,104422,60429
1750,1643294,7989,0,97497,54933
1936,2065392,9836,0,103382,58086
2304,2059240,7047,0,106073,61141
5573,4819939,13950,0,100955,59514
7769,6266790,23056,0,102108,57170
5311,6872941,23342,0,104889,54712
4878,5536218,19320,0,108723,63534
2409,5143681,11955,0,96308,41981
1823,3166741,8090,0,101975,43535
1097,2254130,4487,0,95970,37959
12691,2683075,20899,0,101703,48816
4568,2472301,9105,0,118962,72342
1292,2901384,4957,0,135261,95605
3156,2639112,7159,0,125648,80198
41271,61474,44741,0,102429,47736
2434,0,2704,0,108243,48183
30887,646148,36746,0,88727,38086
3670,1508545,8990,0,102172,44002
14784,1113027,21567,0,97326,43673
3354,1052935,6632,0,101274,45518
11451,779867,15884,0,111011,52513
9155,817398,12607,0,106108,44558
5604,604636,8685,0,107347,43353
3023,469378,5398,0,107378,47745
2850,407841,2413,0,109210,56632
205,662466,6222,0,95536,49559
5825,793005,13063,0,98170,69702
3548,1144871,7438,0,107038,74353
1388,1125354,5862,0,103087,71500
2610,668200,7675,0,104121,51415
4683,913788,10514,0,101495,59618
2667,2523241,14704,0,99807,52962
3379,2817178,17617,0,105529,63260
6205,6301422,28816,0,103008,58311
5444,6415010,31296,0,96462,47122
5303,6196921,25652,0,98354,49083
2322,4480213,11777,0,100980,55736
2345,4048576,12977,0,105526,71923
3732,6460102,18937,0,109000,67590
2632,5649375,17775,0,101316,45747
8734,6844094,24241,0,106286,52625
8642,3561960,21298,0,103296,43308
3052,195474,5469,0,100094,47605
16633,325758,17916,0,126072,76676
8405,1084401,10706,0,129874,93801
28333,2684096,34438,0,117339,58293
34544,2657376,41195,0,101928,50436
8236,6084502,36786,0,104779,45547
6235,9444565,66318,0,108975,53647
3856,1677473,14352,0,98964,45454
3638,1112546,5828,0,103279,51266
1913,180717,1941,0,91593,40928
1019,211629,1465,0,96172,46244
2877,214280,3152,0,94240,45624
21764,1368589,26049,0,100438,42371
1007,327335,1093,0,108298,52298
1404,294470,2029,0,90296,33120
4267,692042,4047,0,103146,58853
3456,136715,2313,0,104355,67351
912,24980,856,0,102372,58954
1041,52534,501,0,94765,64343
0,0,0,0,118665,99928
0,0,0,0,115000,85696
0,0,0,0,123516,84715
0,0,0,0,104581,63784
0,0,0,0,96382,51278
0,0,0,0,100159,62039
0,0,0,0,107664,71793
0,0,0,0,110418,58349
