s,1,25786080,53498615,1884740953,34892845,15061477397,376850239,141249373
313,819153,1795,0,25922,49190
611,714119,1730,0,34533,43518
706,1016737,2540,0,42669,53536
601,700482,2091,0,46077,380323
666,904579,2096,0,42390,275975
826,1413809,2780,0,34718,52632
636,810262,1896,0,670818,48347
721,1080336,2358,0,1338493,42791
726,1110614,2909,0,105259,27708
621,751222,1977,0,6329,75230
929,253516,1602,0,3555,23113
426,114744,492,0,6208,15877
1487,180312,1839,0,4287,19847
431,131136,545,0,3319,10165
446,98352,466,0,11031,266864
426,114744,546,0,5247,19753
406,49176,443,0,5668,47232
416,81960,175,0,5098,12647
451,196704,640,0,4668,30241
426,114744,502,0,5099,20570
396,16392,409,0,4049,22477
391,0,302,0,3699,18623
395,0,301,0,3083,4286
391,0,301,0,3142,9388
395,0,301,0,2986,14737
459,0,301,0,5363,25390
0,0,0,0,3446,10103
0,0,0,0,3383,3621
391,0,0,0,3686,16851
391,0,302,0,4661,15853
391,0,301,0,5487,19583
391,0,301,0,5257,64972
0,0,0,0,2971,5466
391,0,301,0,3260,10353
391,0,0,0,2849,9854
391,0,301,0,4647,14388
0,0,0,0,4726,11137
0,0,0,0,3022,10875
391,0,301,0,32093,55976
391,0,301,0,33486,54327
391,0,301,0,40315,54605
391,0,301,0,41988,50749
391,0,301,0,47493,483529
391,0,301,0,317170,95416
391,0,301,0,958560,427497
391,0,301,0,659523,46047
391,0,301,0,5379,10007
391,0,0,0,9039,190724
0,0,0,0,4440,14754
4,0,0,0,11848,267324
391,0,301,0,4653,14731
391,0,301,0,4833,32296
391,0,0,0,3397,4113
782,0,943,0,3004,16149
391,0,301,0,3208,10337
391,0,301,0,4354,18539
391,0,301,0,4497,14355
391,0,0,0,3409,6401
1768,229488,2326,0,3325,19002
1311,3003548,5701,0,3492,10302
1632,2788026,8433,0,6044,13954
1582,2633914,10219,0,4986,17269
391,0,301,0,5360,83825
391,0,301,0,4406,12093
391,0,301,0,3514,13875
391,0,302,0,3828,19859
0,0,0,0,5535,11982
0,0,0,0,3699,11680
0,0,0,0,3653,22195
0,0,0,0,4146,21612
0,0,0,0,5978,8245
0,0,0,0,6569,20242
0,0,0,0,3515,20048
0,0,0,0,3451,10892
0,0,0,0,5245,33739
0,0,0,0,33711,66851
0,0,0,0,34893,68594
0,0,0,0,56467,467723
0,0,0,0,43945,143256
0,0,0,0,48037,202782
0,0,0,0,1912045,221867
0,0,0,0,2141215,75517
0,0,0,0,1295173,61103
0,0,0,0,3298,14993
0,0,0,0,3237,9991
0,0,0,0,5711,12878
0,0,0,0,5413,48652
0,0,0,0,3276,17254
136,0,0,0,3398,12047
0,0,0,0,3240,11553
476,251444,2270,0,5296,19102
1374,2453236,7252,0,3599,16156
0,0,0,0,3603,34913
68,0,0,0,6464,25350
0,0,0,0,3856,17780
0,0,0,0,3343,5137
0,0,0,0,3661,16920
0,0,0,0,3628,5527
0,0,0,0,4885,10228
0,0,0,0,5424,11898
0,0,0,0,3997,9919
0,0,0,0,3496,24659
0,0,0,0,3017,8918
0,0,0,0,5135,12885
0,0,0,0,5936,29290
0,0,0,0,4821,23215
0,0,0,0,4411,29846
0,0,0,0,5029,23201
0,0,0,0,5286,13553
0,0,0,0,4370,21379
0,0,0,0,3071,17839
0,0,0,0,3497,25150
0,0,0,0,23170,39359
0,0,0,0,32949,48468
0,0,0,0,36601,48408
0,0,0,0,40109,176874
391,0,293,0,40520,46991
0,0,0,0,35068,49470
0,0,0,0,3085363,95816
0,0,0,0,3208007,82626
0,0,0,0,2303541,106285
68,0,0,0,3344,10317
0,0,0,0,3318,9953
0,0,0,0,5977,12893
0,0,0,0,5023,11528
0,0,0,0,3282,18358
0,0,0,0,3202,3321
0,0,0,0,3291,13314
1332,0,1264,0,8828,20531
1685,213105,2013,0,5310,20397
1018,776130,2968,0,3286,9755
1617,670631,3536,0,3311,12944
596,389946,2809,0,3260,8996
855,490957,2898,0,3357,10751
1665,1442034,6442,0,4080,18005
2141,1108462,5693,0,4831,30134
832,226648,1204,0,4855,23269
391,0,301,0,4816,29541
0,0,0,0,5096,44955
0,0,0,0,5657,36626
391,0,301,0,3346,9441
391,0,301,0,3453,17193
0,0,0,0,2301,1892
0,0,0,0,3150,14271
391,0,301,0,4054,13206
391,0,301,0,4658,20408
391,0,302,0,3317,16703
391,0,302,0,3059,16295
391,0,302,0,3405,18664
