s,1,25784640,46103753,1676725625,31030963,13091303552,317823228,117824477
0,0,0,0,87574,59091
0,0,0,0,90914,46270
0,0,0,0,94131,39403
0,0,0,0,90285,35620
0,0,0,0,87509,44617
0,0,0,0,90423,34079
0,0,0,0,86157,43912
0,0,0,0,85152,39094
0,0,0,0,89503,35216
0,0,0,0,113228,66851
0,0,0,0,126918,73119
0,0,0,0,132622,85861
0,0,0,0,2176133,68921
0,0,0,0,2140216,768730
0,0,0,0,2266480,131666
0,0,0,0,85555,49309
0,0,0,0,95368,219443
0,0,0,0,98932,44763
0,0,0,0,96298,33022
0,0,0,0,93828,35531
0,0,0,0,87813,37708
0,0,0,0,96036,43740
0,0,0,0,96908,40605
0,0,0,0,92210,31234
0,0,0,0,88109,36919
0,0,0,0,92726,40306
0,0,0,0,91036,43237
0,0,0,0,94855,56743
0,0,0,0,89055,52298
0,0,0,0,94687,59437
0,0,0,0,91131,43880
0,0,0,0,84738,45712
0,0,0,0,83272,24363
0,0,0,0,86127,34471
0,0,0,0,97206,51014
0,0,0,0,88936,38189
0,0,0,0,99278,39638
0,0,0,0,91945,33152
0,0,0,0,92255,47702
0,0,0,0,92417,46841
0,0,0,0,90221,34352
0,0,0,0,91196,31198
0,0,0,0,90056,30220
0,0,0,0,85098,36556
0,0,0,0,117859,60816
0,0,0,0,137334,88806
0,0,0,0,127661,75910
0,0,0,0,1872884,91184
0,0,0,0,4527359,290120
0,0,0,0,3049991,99348
0,0,0,0,2729975,103216
0,0,0,0,3625697,430109
0,0,0,0,989561,78582
0,0,0,0,87166,38867
0,0,0,0,89879,41730
0,0,0,0,88199,39979
0,0,0,0,98962,59247
0,0,0,0,92946,35416
0,0,0,0,87198,51472
0,0,0,0,88906,53871
0,0,0,0,97623,45612
0,0,0,0,91422,49223
0,0,0,0,94062,40875
0,0,0,0,84243,41191
0,0,0,0,96365,55902
0,0,0,0,91169,41571
0,0,0,0,96256,40858
s,1,25785602,46103753,1676725625,31030963,13091303552,346146965,122442071
38844,0,132981,5717656,102289,276221
72078,719713,56996,17420018,56816,74008
74957,2782468,69110,17042594,64747,67446
64343,973558,28495,17452692,38783,58193
62745,328118,27015,16124394,42758,124072
68226,840543,26397,17560211,34608,55266
65354,755563,27932,17555937,38084,19884
67829,584487,28881,17556870,32032,14323
71260,627380,29899,18132806,36753,26634
67357,620015,26996,17695868,28438,17071
62459,380017,28553,17896697,30089,10939
66785,231576,23391,18445347,34978,28271
61663,187124,24604,16903878,31841,17085
60966,176289,19723,18251486,32603,26127
65854,163965,24754,18129955,29058,9571
65856,295075,27191,18435727,48974,28572
66371,126998,22516,18642483,44857,40660
69949,59785,22846,17899661,32796,34576
65629,190233,27785,18125713,31915,30794
66483,81760,21871,18082851,32428,39363
73405,213296,27324,18086783,34999,42961
66255,176367,24883,18287520,31375,24194
70365,170111,25828,18167925,32285,17276
66902,305633,26465,17963883,31427,23311
69871,52745,26807,17297481,30944,25304
70838,0,27369,17710445,28985,20808
62819,0,18390,17967750,29141,21537
79619,0,24500,16783873,35388,21609
65497,72608,20423,17492737,35655,15938
62171,99734,25715,16302073,35701,35296
62082,36757,15156,17238904,40572,26485
61448,5304,15562,17841045,31984,24979
56582,6630,15552,17580697,44614,42307
63815,3132,13689,17706941,47073,30565
58658,9282,15429,17734991,40777,24935
60393,5437,13283,17413635,41324,49985
62267,73871,14955,17779027,42792,34460
64227,23031,88375,17200588,42112,54492
71819,33085,32947,17399419,59573,52776
75379,46413,35712,17857103,49133,36076
72561,170426,24781,18001052,54711,37172
68282,87832,22101,17895273,52406,40540
62695,142951,24512,17028333,43817,34126
67131,493657,25777,16719740,41637,29418
74110,513526,31676,17634774,42035,23541
67849,216213,23169,17994463,43026,28173
71712,168149,24739,17973836,43458,35932
70717,90484,24751,17941684,49157,33268
71309,183172,28118,17735482,44503,33096
67818,70944,23263,17966922,44233,39636
74681,109690,29404,18160070,48609,29358
77654,191021,26915,18172622,46029,30956
72800,356062,28220,17323259,39980,29433
63467,17408,22361,17116945,46512,30290
60122,205900,25642,13370249,44012,19904
50524,73098,19174,10847033,39108,28016
42574,0,21676,3953214,42029,25950
30849,0,20706,1410436,44103,21140
27040,0,12972,661190,39815,9365
75724,337028,37331,15961300,59033,49951
67233,34648,20156,17872676,68594,42763
62571,17709,20478,13966409,85844,65536
70282,0,26736,17206639,67727,60901
67627,170519,25822,12291097,157958,36590
58647,310137,22440,17299744,442928,87365
65361,938205,25246,17609557,54577,35675
58399,186289,17703,16818676,46374,56561
53062,744194,21170,14729285,43145,29401
57169,87056,20201,17300476,45901,42769
61563,360658,20648,15458011,42031,36370
60217,578860,34166,15822120,43726,33842
54695,1246409,26361,15759290,45639,34179
64916,3030592,38062,17133044,48450,33811
51025,2582158,33766,12765383,44921,25037
45803,1861434,24507,12607976,47538,27706
11702,19156,7602,128625,43264,18539
52555,767705,31663,13955851,45439,47483
59017,1283642,28123,16867083,46727,42050
55867,1535001,20299,16777283,41318,39282
63889,110741,22735,17480029,46627,50022
55287,182133,18452,17488060,42772,30407
61047,2420,15213,18016403,43720,39734
57902,178863,20193,15634130,42311,29363
53911,0,17800,16396265,42992,36774
48621,153932,15631,13811447,40663,20891
48334,41678,19021,13253623,40089,16654
39507,126895,19381,7801677,40619,16515
40409,0,16565,10548362,42150,22448
37113,342379,13471,9185577,43923,25261
42855,264657,17835,10499671,42619,26370
44651,276011,14364,11777743,43939,28431
43911,204274,17546,10828427,41464,22778
50802,57378,25220,11582880,42928,13943
55265,273178,20990,15711494,41191,37157
60324,595387,18685,18254214,42206,23609
56019,462865,17867,17332687,66237,54716
61767,998138,26254,17474351,79523,106618
61898,434054,19417,16960559,455102,64137
63450,870835,24482,18105508,56383,39929
63303,102604,19844,16205550,706547,225818
49908,68799,28405,4395455,50780,43741
26840,1966286,24772,0,49313,38902
9741,2786427,15214,0,45640,50732
7879,3010197,13687,0,44894,24087
5121,2993156,10921,0,43358,34279
12670,2702057,21506,0,46696,38250
4346,3185760,14619,0,45420,38227
9269,3325310,20023,0,47143,45049
14239,3080878,23575,0,43248,33059
4208,604866,7219,0,48022,57504
461,230104,2909,0,46074,44084
1008,273554,4324,0,45079,42418
3829,215273,6253,0,45397,28281
1328,175519,4521,0,45101,26725
1302,158701,4566,0,44944,25778
6739,342946,7590,0,42074,46412
1992,300713,6840,0,44444,35842
4590,319774,8863,0,42126,27437
9041,1042383,13725,0,42169,29829
5829,1202085,15138,0,47319,27203
4983,944799,14291,0,56133,28173
3240,1451430,12202,0,43733,26629
1922,1725520,10339,0,42422,24373
3934,273304,10656,0,44600,30538
4080,613565,16801,0,42561,28349
6302,1134776,19184,0,43273,27718
6901,1268780,19611,0,39811,25904
6581,215745,12157,0,40914,20321
2924,615222,5322,0,39252,26752
7056,179029,10914,0,48765,44045
2704,217386,4352,0,72536,66103
8106,347028,10690,0,68485,54326
1258,283559,4501,0,2354273,121635
890,385319,5243,0,1383758,408628
2431,332078,6372,0,42501,27421
3290,210390,12711,0,48558,52718
1292,1358996,9956,0,44453,45070
3319,601593,10245,0,45847,39290
11094,338290,14914,0,44434,34909
2379,310547,4323,0,45598,42498
2250,175928,5588,0,46309,45477
743,151525,2000,0,44445,34868
2642,838157,11229,0,43352,45789
1628,1260474,12222,0,42567,37336
6770,882270,12844,0,45698,61487
1242,180364,3772,0,38171,26290
2634,1151208,16231,0,44402,27778
